"fichero","seccion","linea","castellano","ingles_referencia","EUSKERA"
"copy.ts","faqs","1142","¿Tengo que preocuparme del dominio o la parte técnica?","Do I have to worry about the domain or the technical side?",""
"copy.ts","faqs","1146","No, de eso nos encargamos nosotros. Compramos el dominio por ti —es un pago único aparte de la cuota, ya que su precio depende del nombre que elijas— y desarrollamos y mantenemos toda la web en casa. Mientras sigas con tu tarifa plana, tu web está siempre online, actualizada y a punto — y si algún día decides no continuar, la damos de baja sin complicaciones.","No, we take care of all that. We buy the domain for you —a one-time purchase separate from your monthly fee, since its price depends on the name you choose— and we build and maintain the whole site in-house. As long as you keep your flat-rate plan, your website stays online, updated and in shape — and if one day you decide not to continue, we take it down with no hassle.",""
"copy.ts","faqs","1151","¿Hacéis cambios después del lanzamiento?","Do you make changes after launch?",""
"copy.ts","faqs","1153","Sí. Cada plan incluye un número de cambios de contenido al mes (2 en Esencial, 5 en Profesional y Tienda online, 12 en Premium), y seguimos contigo para que la web crezca con tu negocio.","Yes. Each plan includes a number of monthly content changes (2 on Essential, 5 on Professional and Online store, 12 on Premium), and we stay with you so the site grows with your business.",""
"copy.ts","faqs","1158","¿Y si ya tengo web o marca?","What if I already have a site or brand?",""
"copy.ts","faqs","1160","Perfecto. Partimos de lo que ya tienes: rediseñamos, migramos o ampliamos sin empezar de cero salvo que tú quieras.","Great. We build on what you already have: redesign, migrate or extend — no starting from scratch unless you want to.",""
"copy.ts","faqs","1169","¿Cuánto cuesta una página web en Irún o San Sebastián?","How much does a website cost in Irún or San Sebastián?",""
"copy.ts","faqs","1173","Con nosotros no pagas 1.500 € de golpe: trabajamos con tarifa plana desde 29 €/mes más un alta única desde 49 €, y ahí dentro va el diseño, el alojamiento, el SSL y el mantenimiento. Una web de comercio o restaurante suele encajar en el plan Esencial o Profesional; una tienda online, en el de 99 €/mes.","You don't pay €1,500 upfront: we work on a flat rate from €29/mo plus a one-time setup from €49, and that covers design, hosting, SSL and maintenance. A shop or restaurant site usually fits the Essential or Professional plan; an online store, the €99/mo one.",""
"copy.ts","faqs","1179","¿Trabajáis solo con negocios de Irún?","Do you only work with businesses from Irún?",""
"copy.ts","faqs","1183","No. Somos de Irún y de ahí viene buena parte de nuestros clientes, pero trabajamos en remoto: con toda Gipuzkoa —Donostia-San Sebastián, Hondarribia, Errenteria, Oiartzun, Pasaia, Lezo, Hernani— y con cualquier punto de España. Todo se lleva por videollamada, email y WhatsApp, sin que tengas que desplazarte a ningún sitio.","No. We are from Irún and a good share of our clients are from here, but we work remotely: across Gipuzkoa —Donostia-San Sebastián, Hondarribia, Errenteria, Oiartzun, Pasaia, Lezo, Hernani— and anywhere in Spain. Everything runs over video call, email and WhatsApp, with no need for you to travel anywhere.",""
"copy.ts","EMPEZAR","1197","Pide presupuesto para tu web | arianet, Irún","Get a quote for your website | arianet",""
"copy.ts","EMPEZAR","1201","Cuéntanos qué necesitas y te enviamos presupuesto en menos de 24 horas, sin compromiso. Páginas web y tiendas online en Irún, San Sebastián y Gipuzkoa.","Tell us what you need and we will send you a quote within 24 hours, no strings attached. Websites and online stores, built remotely from the Basque Country.",""
"copy.ts","EMPEZAR","1206","CUÉNTANOS DE TU PROYECTO","TELL US ABOUT YOUR PROJECT",""
"copy.ts","EMPEZAR","1208","Unas pocas preguntas para entender qué necesitas. Sin ningún compromiso: te respondemos en menos de 24 horas.","A few questions so we understand what you need. No commitment at all: we reply within 24 hours.",""
"copy.ts","EMPEZAR","1211","← Volver al inicio","← Back to home",""
"copy.ts","EMPEZAR","1215","Tus datos","Your details",""
"copy.ts","EMPEZAR","1216","Nombre","Name",""
"copy.ts","EMPEZAR","1217","Email","Email",""
"copy.ts","EMPEZAR","1218","Teléfono (opcional)","Phone (optional)",""
"copy.ts","EMPEZAR","1222","Tu negocio","Your business",""
"copy.ts","EMPEZAR","1223","¿Cómo se llama tu negocio?","What's your business called?",""
"copy.ts","EMPEZAR","1225","¿A qué te dedicas? Cuéntanoslo con tus palabras.","What do you do? Tell us in your own words.",""
"copy.ts","EMPEZAR","1228","¿Ya tienes una web?","Do you already have a website?",""
"copy.ts","EMPEZAR","1229","Sí","Yes",""
"copy.ts","EMPEZAR","1230","No","No",""
"copy.ts","EMPEZAR","1231","URL de tu web actual (opcional)","Your current website URL (optional)",""
"copy.ts","EMPEZAR","1235","Qué necesitas","What you need",""
"copy.ts","EMPEZAR","1237","Elige el plan que más se ajuste. Si no lo tienes claro, dínoslo y te aconsejamos nosotros.","Pick the plan that fits best. If you're not sure, tell us and we'll advise you.",""
"copy.ts","EMPEZAR","1241","No lo tengo claro, aconsejadme","I'm not sure, advise me",""
"copy.ts","EMPEZAR","1247","Qué estilo te gusta","What style do you like",""
"copy.ts","EMPEZAR","1249","Son 3 proyectos reales nuestros, cada uno con una personalidad distinta. Elige el que más se acerque a lo que imaginas para ti.","These are 3 real projects of ours, each with a different personality. Pick the one closest to what you imagine for yourself.",""
"copy.ts","EMPEZAR","1252","No tengo preferencia, aconsejadme","No preference, advise me",""
"copy.ts","EMPEZAR","1257","Elegante y premium","Elegant and premium",""
"copy.ts","EMPEZAR","1262","Atrevido y con carácter","Bold and full of character",""
"copy.ts","EMPEZAR","1267","Limpio y minimalista","Clean and minimal",""
"copy.ts","EMPEZAR","1273","Algo más","Anything else",""
"copy.ts","EMPEZAR","1275","¿Algo más que debamos saber? Referencias, plazos, lo que sea.","Anything else we should know? References, timelines, anything at all.",""
"copy.ts","EMPEZAR","1279","ENVIAR →","SEND →",""
"copy.ts","EMPEZAR","1280","ENVIANDO…","SENDING…",""
"copy.ts","EMPEZAR","1281","* Campo obligatorio","* Required field",""
"copy.ts","EMPEZAR","1285","No hemos podido enviar tu solicitud. Comprueba tu conexión e inténtalo de nuevo, o escríbenos directamente.","We couldn't send your request. Check your connection and try again, or email us directly.",""
"copy.ts","EMPEZAR","1288","ESCRIBIR UN EMAIL →","SEND AN EMAIL →",""
"copy.ts","EMPEZAR","1292","¡Gracias! Pedido recibido.","Thanks! Order received.",""
"copy.ts","EMPEZAR","1294","Hemos recibido tu pedido — en breve te llegará un email de confirmación. Te escribiremos en menos de 24 horas para poner en marcha tu web y acordar la forma de pago. No pagas nada por adelantado.","We've received your order — a confirmation email is on its way. We'll write to you within 24 hours to get your website started and arrange payment. You don't pay anything upfront.",""
"copy.ts","EMPEZAR","1301","¡Gracias!","Thanks!",""
"copy.ts","EMPEZAR","1303","Hemos recibido tu pedido y en breve te llegará un email de confirmación. Te responderemos en menos de 24 horas con el plan que mejor encaja contigo, antes de pedirte nada de pago.","We've received your order and a confirmation email is on its way. We'll get back to you within 24 hours with the plan that fits best, before asking for any payment.",""
"copy.ts","CTA","1312","¿HABLAMOS?","LET'S TALK?",""
"copy.ts","CTA","1314","Cuéntanos dónde estás y a dónde quieres llegar. Te respondemos en menos de 24 horas.","Tell us where you are and where you want to go. We reply within 24 hours.",""
"copy.ts","CTA","1317","EMPEZAR PROYECTO →","START A PROJECT →",""
"copy.ts","localPages","1357","PÁGINAS WEB","WEBSITES",""
"copy.ts","localPages","1358","EN IRÚN","IN IRÚN",""
"copy.ts","localPages","1361","Somos de Irún y trabajamos en remoto, sin oficina de cara al público. Eso no nos aleja de ti: significa que no pagas metros cuadrados vacíos y que puedes contratar tu web sin salir de tu negocio.","We are from Irún and we work remotely, with no walk-in office. That does not put distance between us: it means you are not paying for empty square metres, and you can commission your website without leaving your business.",""
"copy.ts","localPages","1367","Un estudio de aquí","A studio from here",""
"copy.ts","localPages","1369","Conocemos Irún: sabemos la diferencia entre un comercio del centro y uno de Anaka, y que en verano el cliente que entra por tu puerta puede venir de Hendaya. Eso cambia cómo se plantea una web — qué idiomas, qué horarios, qué se enseña primero. No hace falta vernos para que eso se note.","We know Irún: we know the difference between a shop downtown and one in Anaka, and that in summer the customer walking in may be coming from Hendaye. That changes how you plan a website — which languages, which opening hours, what you show first. We don't need to meet for that to show.",""
"copy.ts","localPages","1375","Para el comercio del Bidasoa","For Bidasoa businesses",""
"copy.ts","localPages","1377","Tiendas, bares y restaurantes, talleres, clínicas, autónomos y pymes. Si vendes en local, tu web tiene que llevar gente a la puerta; si vendes online, tiene que cobrar sin fricción. Montamos una cosa o la otra, no un folleto bonito que no hace nada.","Shops, bars and restaurants, workshops, clinics, freelancers and small businesses. If you sell locally, your site has to bring people through the door; if you sell online, it has to take payment without friction. We build one or the other — not a pretty brochure that does nothing.",""
"copy.ts","localPages","1383","Que te encuentren los de aquí","So local people find you",""
"copy.ts","localPages","1385","De poco sirve salir en Google en Sevilla si tu cliente está a tres calles. Trabajamos el posicionamiento local: ficha de empresa en Google, datos coherentes, contenido escrito para lo que la gente busca de verdad en Irún.","Ranking in Seville is no use if your customer is three streets away. We work on local search: your Google business profile, consistent data, and content written for what people actually search for in Irún.",""
"copy.ts","localPages","1391","Una cuota y ya está","One fee and done",""
"copy.ts","localPages","1393","Nada de 1.500 € de golpe y luego arréglatelas. Una cuota fija desde 29 €/mes con el alojamiento, el certificado, el mantenimiento y los cambios dentro. Si un día no te interesa, te vas: no hay permanencia.","No €1,500 upfront and then you're on your own. A fixed fee from €29/mo with hosting, certificate, maintenance and changes included. If one day it stops making sense, you leave: there's no lock-in.",""
"copy.ts","localPages","1398","También trabajamos en","We also work in",""
"copy.ts","localPages","1405","¿Hace falta que nos veamos?","Do we need to meet?",""
"copy.ts","localPages","1407","No. Trabajamos en remoto de principio a fin: la primera toma de contacto por videollamada, y el resto por email o WhatsApp. Suele salir más ágil para los dos, porque no hay que cuadrar agendas ni cerrar el negocio media hora para una reunión.","No. We work remotely from start to finish: a first video call, and the rest over email or WhatsApp. It usually turns out quicker for both sides — no diaries to align and no closing your shop for half an hour.",""
"copy.ts","localPages","1413","¿Trabajáis con comercios pequeños o solo con empresas grandes?","Do you work with small shops or only with large companies?",""
"copy.ts","localPages","1417","Sobre todo con negocios pequeños y autónomos. El plan Esencial (29 €/mes) está pensado exactamente para eso: un comercio o un profesional que necesita una web decente y no puede soltar mil euros de entrada.","Mostly with small businesses and freelancers. The Essential plan (€29/mo) is designed exactly for that: a shop or a professional who needs a decent website and cannot drop a thousand euros upfront.",""
"copy.ts","localPages","1432","DISEÑO WEB","WEB DESIGN",""
"copy.ts","localPages","1433","EN DONOSTIA","IN DONOSTIA",""
"copy.ts","localPages","1436","Somos un estudio de Irún que trabaja con negocios de Donostia en remoto. Lo decimos claro desde el principio: no tenemos oficina en la ciudad ni te vamos a cobrar el sobreprecio de tenerla.","We are a studio from Irún working remotely with businesses in Donostia. We say it upfront: we have no office in the city, and we are not charging you the premium of keeping one.",""
"copy.ts","localPages","1442","Sin precios de la Parte Vieja","Without old-town prices",""
"copy.ts","localPages","1444","Una web de agencia en Donostia empieza en cuatro cifras y sigue con una factura de mantenimiento aparte. Nosotros trabajamos con tarifa plana: desde 29 €/mes con todo dentro. Mismo resultado, sin el sobrecoste de tener oficina en la Avenida.","An agency website in Donostia starts in four figures and then adds a separate maintenance invoice. We work on a flat rate: from €29/mo with everything included. Same outcome, without the overhead of an office on the Avenida.",""
"copy.ts","localPages","1450","Hostelería y comercio","Hospitality and retail",""
"copy.ts","localPages","1452","Bares, restaurantes, pensiones, tiendas. En Donostia tu web compite con las plataformas de reservas y con TripAdvisor: si no tienes una página propia rápida, con la carta actualizada y un botón de reserva claro, el cliente acaba reservando en otro sitio y pagando comisión.","Bars, restaurants, guesthouses, shops. In Donostia your website competes with booking platforms and TripAdvisor: without a fast site of your own, an up-to-date menu and a clear booking button, the customer ends up booking elsewhere and paying commission.",""
"copy.ts","localPages","1458","En los idiomas que necesitas","In the languages you need",""
"copy.ts","localPages","1460","Aquí entra gente que busca en castellano, en euskera, en francés y en inglés. Montamos la web multiidioma desde el principio, que es mucho más barato que añadirlo después. El contenido lo escribes tú o lo preparamos juntos.","People here search in Spanish, Basque, French and English. We build the site multilingual from the start, which is far cheaper than bolting it on later. You write the content or we prepare it together.",""
"copy.ts","localPages","1466","Que salga en el mapa","So you show on the map",""
"copy.ts","localPages","1468","La mitad de las búsquedas de un negocio donostiarra acaban en el mapa de Google, no en la lista de resultados. Dejamos tu ficha, tus datos y tu web coherentes entre sí para que el mapa te tenga en cuenta.","Half the searches for a San Sebastián business end up on the Google map, not in the results list. We keep your profile, your data and your website consistent with each other so the map takes you into account.",""
"copy.ts","localPages","1473","También trabajamos en","We also work in",""
"copy.ts","localPages","1477","¿Tenéis oficina en San Sebastián?","Do you have an office in San Sebastián?",""
"copy.ts","localPages","1479","No tenemos oficina en Donostia ni en ningún sitio: somos un estudio de Irún que trabaja en remoto. Preferimos decírtelo antes que fingir una dirección en el centro, como hacen algunos. Todo el proyecto se lleva por videollamada, email y WhatsApp, y eso es parte de por qué la cuota es la que es.","We have no office in Donostia or anywhere else: we are a studio from Irún working remotely. We would rather tell you than fake a city-centre address, as some do. The whole project runs over video call, email and WhatsApp — and that is part of why the fee is what it is.",""
"copy.ts","localPages","1484","¿Hacéis webs en euskera?","Do you build websites in Basque?",""
"copy.ts","localPages","1486","Sí, montamos la web en tantos idiomas como necesites — euskera, castellano, francés, inglés. La parte técnica la ponemos nosotros; los textos en euskera los aportas tú o los encargamos a un traductor.","Yes, we build the site in as many languages as you need — Basque, Spanish, French, English. We handle the technical side; the Basque copy either comes from you or we commission a translator.",""
"copy.ts","localPages","1504","DISEÑO WEB","WEB DESIGN",""
"copy.ts","localPages","1505","HONDARRIBIA","HONDARRIBIA",""
"copy.ts","localPages","1508","Hondarribia vive del que viene de fuera, y el que viene de fuera te busca en el móvil antes de decidir dónde come o dónde duerme. Si a esa hora tu web no carga o no tiene la carta actualizada, ya has perdido la mesa.","Hondarribia lives off visitors, and visitors look you up on their phone before deciding where to eat or sleep. If at that moment your site is slow or your menu is out of date, the table is already lost.",""
"copy.ts","localPages","1514","Hostelería que se reserva sola","Hospitality that books itself",""
"copy.ts","localPages","1516","Restaurantes, sidrerías, pensiones y casas rurales. Carta actualizable por ti, botón de reserva visible y fotos que abran el apetito — sin depender de una plataforma que te cobra comisión por cada cliente que ya era tuyo.","Restaurants, cider houses, guesthouses and rural lodgings. A menu you update yourself, a visible booking button and photos that whet the appetite — without depending on a platform charging commission on customers who were already yours.",""
"copy.ts","localPages","1522","En el idioma del visitante","In the visitor's language",""
"copy.ts","localPages","1524","Aquí entra francés de Hendaya, turista de crucero y visitante del interior. Montamos la web en castellano, euskera, francés e inglés desde el principio, que sale mucho más barato que añadirlo cuando ya está hecha.","Here you get French visitors from Hendaye, cruise tourists and travellers from inland. We build the site in Spanish, Basque, French and English from the start — far cheaper than bolting it on afterwards.",""
"copy.ts","localPages","1530","Que te encuentren en el mapa","So they find you on the map",""
"copy.ts","localPages","1532","Casi nadie busca tu nombre: buscan ""dónde comer en Hondarribia"" con el móvil en la mano y a doscientos metros de tu puerta. Trabajamos tu ficha de Google y tu web para que aparezcas en ese momento exacto.","Almost nobody searches your name: they search ""where to eat in Hondarribia"" with their phone in hand, two hundred metres from your door. We work on your Google profile and your site so you show up at that exact moment.",""
"copy.ts","localPages","1538","Una cuota, no una inversión","A fee, not an investment",""
"copy.ts","localPages","1540","Un negocio con temporada alta y baja no debería soltar mil euros de golpe por una web. Desde 29 €/mes con alojamiento, certificado y mantenimiento dentro, y sin permanencia si un invierno decides parar.","A business with high and low seasons should not drop a thousand euros at once on a website. From €29/mo with hosting, certificate and maintenance included, and no lock-in if one winter you decide to stop.",""
"copy.ts","localPages","1545","También trabajamos en","We also work in",""
"copy.ts","localPages","1550","¿Podéis poner la carta del restaurante para que la cambie yo?","Can you set up the menu so I can change it myself?",""
"copy.ts","localPages","1554","Sí, y es de lo primero que montamos. Cambias platos y precios desde el móvil sin escribirnos ni esperar a nadie — algo esencial cuando la carta se mueve con la temporada o con lo que haya en la lonja.","Yes, and it is one of the first things we set up. You change dishes and prices from your phone without writing to us or waiting for anyone — essential when the menu shifts with the season or with the day’s catch.",""
"copy.ts","localPages","1560","¿Merece la pena una web si ya salgo en las plataformas de reservas?","Is a website worth it if I am already on the booking platforms?",""
"copy.ts","localPages","1564","Precisamente por eso. En esas plataformas compites en una lista con todos tus vecinos y pagas comisión por cada reserva. Con web propia, quien te busca por tu nombre reserva directamente contigo y esa comisión te la quedas tú.","That is exactly why. On those platforms you compete in a list against all your neighbours and pay commission on every booking. With your own site, whoever searches your name books directly with you and that commission stays with you.",""
"copy.ts","localPages","1579","PÁGINAS WEB","WEBSITES",""
"copy.ts","localPages","1580","EN GIPUZKOA","IN GIPUZKOA",""
"copy.ts","localPages","1583","Diseñamos y programamos páginas web para negocios de toda Gipuzkoa. Somos de Irún y trabajamos en remoto, así que estés en Tolosa, en Eibar o en Zarautz, el proceso es exactamente el mismo.","We design and build websites for businesses across Gipuzkoa. We are from Irún and we work remotely, so whether you are in Tolosa, Eibar or Zarautz, the process is exactly the same.",""
"copy.ts","localPages","1589","De Irún a Eibar","From Irún to Eibar",""
"copy.ts","localPages","1591","Trabajamos con negocios de la costa, del Bidasoa, de Donostialdea, del Goierri y del Alto Deba. Al ser todo en remoto, da igual que estés en Irún o en Eibar: el trato es el mismo y no hay desplazamientos que cuadrar.","We work with businesses on the coast, in the Bidasoa, Donostialdea, Goierri and Alto Deba. Since everything is remote, it makes no difference whether you are in Irún or Eibar: same service, and no travel to schedule.",""
"copy.ts","localPages","1597","Industria, comercio y servicios","Industry, retail and services",""
"copy.ts","localPages","1599","En Gipuzkoa hay mucho taller, mucha empresa industrial y mucho proveedor que factura fuera y sigue con una web de hace quince años. Ese perfil es el que más gana con un rediseño: no necesitas vender online, necesitas que quien te busque por el nombre no piense que has cerrado.","Gipuzkoa is full of workshops, industrial firms and suppliers who invoice abroad and still run a fifteen-year-old website. That profile gains the most from a redesign: you do not need to sell online, you need whoever searches your name not to assume you have shut down.",""
"copy.ts","localPages","1605","Todo desde aquí","All from here",""
"copy.ts","localPages","1607","Diseño, programación, alojamiento y mantenimiento los llevamos nosotros, sin subcontratar. Tu web se aloja en servidores propios en Europa, no en una plantilla alquilada que se rompe cuando el proveedor cambia de opinión.","Design, development, hosting and maintenance are all ours, nothing subcontracted. Your site runs on our own servers in Europe, not on a rented template that breaks when the provider changes its mind.",""
"copy.ts","localPages","1613","Precio cerrado","A closed price",""
"copy.ts","localPages","1615","Desde 29 €/mes más un alta única desde 49 €. Tienda online completa, 99 €/mes. Todo con alojamiento, SSL, mantenimiento y un número de cambios al mes incluidos. Sin permanencia y sin letra pequeña.","From €29/mo plus a one-time setup from €49. A full online store, €99/mo. All with hosting, SSL, maintenance and a number of monthly changes included. No lock-in and no fine print.",""
"copy.ts","localPages","1620","Algunos municipios donde trabajamos","Some of the towns we work in",""
"copy.ts","localPages","1636","¿Trabajáis en remoto o hay que veros?","Do you work remotely, or do we have to meet?",""
"copy.ts","localPages","1640","Todo en remoto, de principio a fin. Arrancamos con una videollamada para entender tu negocio y a partir de ahí vamos por email o WhatsApp, enseñándote avances reales. No hay que cuadrar visitas ni cerrar el negocio para atendernos.","Everything remotely, start to finish. We open with a video call to understand your business and carry on over email or WhatsApp, showing you real progress. No visits to schedule and no closing your shop to receive us.",""
"copy.ts","localPages","1646","¿Y si mi negocio está fuera de Gipuzkoa?","What if my business is outside Gipuzkoa?",""
"copy.ts","localPages","1650","Ningún problema: trabajamos con toda España exactamente igual. Como todo es en remoto, que estés en Gipuzkoa o en Málaga no cambia el precio, el proceso ni el resultado.","No problem at all: we work with the whole of Spain in exactly the same way. Since everything is remote, being in Gipuzkoa or in Málaga changes neither the price, the process nor the result.",""
"copy.ts","LOCAL_PAGE","1660","← Volver al inicio","← Back to home",""
"copy.ts","LOCAL_PAGE","1661","Qué hacemos","What we do",""
"copy.ts","LOCAL_PAGE","1662","Preguntas frecuentes","Frequently asked",""
"copy.ts","LOCAL_PAGE","1663","Cuánto cuesta","What it costs",""
"copy.ts","LOCAL_PAGE","1664","VER TODAS LAS TARIFAS →","SEE ALL PLANS →",""
"copy.ts","LOCAL_PAGE","1665","Tarifas","Pricing",""
"copy.ts","LOCAL_PAGE","1666","Empezar proyecto","Start a project",""
"copy.ts","LOCAL_PAGE","1667","EMPEZAR PROYECTO →","START A PROJECT →",""
"copy.ts","LOCAL_PAGE","1669","Cuéntanos qué necesitas. Te respondemos en menos de 24 horas, sin compromiso.","Tell us what you need. We reply within 24 hours, no strings attached.",""
"copy.ts","NOT_FOUND","1676","(ERROR 404)","(ERROR 404)",""
"copy.ts","NOT_FOUND","1677","Página no encontrada","Page not found",""
"copy.ts","NOT_FOUND","1679","La página que buscas no existe o se ha movido de sitio.","The page you're looking for doesn't exist or has moved.",""
"copy.ts","NOT_FOUND","1682","VOLVER AL INICIO →","BACK TO HOME →",""
"copy.ts","FOOTER","1688","ESTUDIO","STUDIO",""
"copy.ts","FOOTER","1690","Servicios","Services",""
"copy.ts","FOOTER","1691","Qué incluye","What you get",""
"copy.ts","FOOTER","1692","Proceso","Process",""
"copy.ts","FOOTER","1693","Trabajo","Work",""
"copy.ts","FOOTER","1694","Tarifas","Pricing",""
"copy.ts","FOOTER","1695","FAQ","FAQ",""
"copy.ts","FOOTER","1699","CONTACTO","CONTACT",""
"copy.ts","FOOTER","1700","Respondemos en <24h","We reply within 24h",""
"copy.ts","FOOTER","1706","ZONA","AREA",""
"copy.ts","FOOTER","1708","Diseño web en Irún","Web design in Irún",""
"copy.ts","FOOTER","1711","Diseño web en San Sebastián","Web design in San Sebastián",""
"copy.ts","FOOTER","1715","Diseño web en Hondarribia","Web design in Hondarribia",""
"copy.ts","FOOTER","1719","Páginas web en Gipuzkoa","Websites in Gipuzkoa",""
"copy.ts","FOOTER","1727","LEGAL","LEGAL",""
"copy.ts","FOOTER","1729","Aviso legal","Legal notice",""
"copy.ts","FOOTER","1730","Privacidad","Privacy",""
"copy.ts","FOOTER","1731","Cookies","Cookies",""
"copy.ts","FOOTER","1732","Términos","Terms",""
"copy.ts","FOOTER","1735","© ${YEAR} ${BRAND} ESTUDIO","© ${YEAR} ${BRAND} STUDIO",""
"copy.ts","FOOTER","1741","${BUSINESS.city} · ${BUSINESS.region} · España","${BUSINESS.city} · ${BUSINESS.region} · Spain",""
"legal.ts","LEGAL","22","B93796357","B93796357",""
"legal.ts","LEGAL","26","Última actualización: julio de 2026","Last updated: July 2026",""
"legal.ts","LEGAL","27","← Volver al inicio","← Back to home",""
"legal.ts","LEGAL","28","Documentos legales","Legal documents",""
"legal.ts","COOKIES","39","Usamos cookies","We use cookies",""
"legal.ts","COOKIES","41","Solo utilizamos cookies técnicas propias, necesarias para el funcionamiento del sitio y para recordar tus preferencias (como el idioma). No usamos cookies de seguimiento; medimos visitas con analítica propia sin cookies y sin compartir datos con terceros. Puedes leer más en nuestra política de cookies.","We only use our own technical cookies, needed for the site to work and to remember your preferences (such as language). We don’t use tracking cookies; we measure visits with our own cookieless analytics and share no data with third parties. You can read more in our cookie policy.",""
"legal.ts","COOKIES","44","Aceptar","Accept",""
"legal.ts","COOKIES","45","Rechazar","Reject",""
"legal.ts","COOKIES","46","Política de cookies","Cookie policy",""
"legal.ts","legalDocs","56","Aviso legal","Legal notice",""
"legal.ts","legalDocs","57","Aviso legal","Legal notice",""
"legal.ts","legalDocs","59","Condiciones que regulan el acceso y uso de este sitio web, en cumplimiento de la Ley 34/2002 de Servicios de la Sociedad de la Información y de Comercio Electrónico (LSSI-CE).","Terms governing access to and use of this website, in compliance with Spanish Law 34/2002 on Information Society Services and Electronic Commerce (LSSI-CE).",""
"legal.ts","legalDocs","64","1. Datos identificativos","1. Identifying details",""
"legal.ts","legalDocs","67","En cumplimiento de la normativa vigente, se informa de que este sitio web es titularidad de ${LEGAL.titular}, con NIF ${LEGAL.nif.es} y domicilio en ${LEGAL.domicilio}.","In accordance with applicable law, this website is owned by ${LEGAL.titular}, tax ID ${LEGAL.nif.en}, with registered address at ${LEGAL.domicilio}.",""
"legal.ts","legalDocs","71","Correo electrónico de contacto: ${LEGAL.email}. En adelante, ""${BRAND}"" o ""el titular"".","Contact email: ${LEGAL.email}. Hereinafter, ""${BRAND}"" or ""the owner"".",""
"legal.ts","legalDocs","77","2. Objeto y condiciones de uso","2. Purpose and terms of use",""
"legal.ts","legalDocs","80","El acceso a este sitio atribuye la condición de usuario e implica la aceptación de las presentes condiciones. El usuario se compromete a hacer un uso adecuado de los contenidos y a no emplearlos para actividades ilícitas o que dañen los derechos e intereses de terceros.","Accessing this site grants the condition of user and implies acceptance of these terms. The user agrees to make appropriate use of the content and not to use it for unlawful activities or in ways that harm the rights and interests of third parties.",""
"legal.ts","legalDocs","86","3. Propiedad intelectual e industrial","3. Intellectual and industrial property",""
"legal.ts","legalDocs","89","Todos los contenidos del sitio (textos, diseño, código, logotipos e imágenes) son propiedad del titular o de terceros que han autorizado su uso, y están protegidos por los derechos de propiedad intelectual e industrial. Queda prohibida su reproducción, distribución o transformación sin autorización expresa de ${BRAND}.","All content on the site (text, design, code, logos and images) is owned by the owner or by third parties who have authorised its use, and is protected by intellectual and industrial property rights. Its reproduction, distribution or transformation without the express authorisation of ${BRAND} is prohibited.",""
"legal.ts","legalDocs","95","4. Responsabilidad","4. Liability",""
"legal.ts","legalDocs","98","El titular no se hace responsable de los daños derivados del mal uso del sitio ni de las interrupciones, errores u omisiones que pudieran existir. Se reserva el derecho a modificar o suspender el sitio y sus contenidos sin previo aviso.","The owner is not liable for damages arising from misuse of the site, nor for any interruptions, errors or omissions that may exist. It reserves the right to modify or suspend the site and its content without prior notice.",""
"legal.ts","legalDocs","104","5. Enlaces","5. Links",""
"legal.ts","legalDocs","107","Este sitio puede contener enlaces a páginas de terceros. El titular no asume responsabilidad alguna sobre los contenidos o servicios de dichos sitios.","This site may contain links to third-party pages. The owner assumes no responsibility for the content or services of such sites.",""
"legal.ts","legalDocs","113","6. Legislación aplicable","6. Applicable law",""
"legal.ts","legalDocs","116","Las presentes condiciones se rigen por la legislación española. Para la resolución de cualquier controversia, las partes se someten a los juzgados y tribunales del domicilio del titular, salvo que la ley disponga otra cosa.","These terms are governed by Spanish law. For the resolution of any dispute, the parties submit to the courts of the owner’s domicile, unless the law provides otherwise.",""
"legal.ts","legalDocs","125","Privacidad","Privacy",""
"legal.ts","legalDocs","126","Política de privacidad","Privacy policy",""
"legal.ts","legalDocs","128","Información sobre el tratamiento de tus datos personales conforme al Reglamento (UE) 2016/679 (RGPD) y la Ley Orgánica 3/2018 (LOPDGDD).","Information on the processing of your personal data under Regulation (EU) 2016/679 (GDPR) and Spanish Organic Law 3/2018 (LOPDGDD).",""
"legal.ts","legalDocs","133","1. Responsable del tratamiento","1. Data controller",""
"legal.ts","legalDocs","136","El responsable del tratamiento de tus datos es ${LEGAL.titular}, con NIF ${LEGAL.nif.es}, domicilio en ${LEGAL.domicilio} y correo de contacto ${LEGAL.email}.","The controller of your data is ${LEGAL.titular}, tax ID ${LEGAL.nif.en}, address ${LEGAL.domicilio}, contact email ${LEGAL.email}.",""
"legal.ts","legalDocs","142","2. Datos que tratamos y finalidad","2. Data we process and purpose",""
"legal.ts","legalDocs","145","Tratamos los datos que nos facilitas voluntariamente a través del formulario ""Empezar proyecto"" o al contactarnos por correo electrónico (nombre, email, teléfono si lo indicas, datos de tu negocio y la información que incluyas en tu mensaje), con la finalidad de atender tu solicitud, elaborar una propuesta y, en su caso, prestarte nuestros servicios. Los envíos del formulario se almacenan en nuestros propios sistemas y generan un correo de confirmación automático.","We process the data you voluntarily provide through the ""Start a project"" form or when contacting us by email (name, email, phone if given, details about your business and any information you include in your message), in order to handle your request, prepare a proposal and, where applicable, provide our services. Form submissions are stored on our own systems and trigger an automatic confirmation email.",""
"legal.ts","legalDocs","151","3. Legitimación","3. Legal basis",""
